prodcatg,mode,detector,date,n,edge_med,full_med,row_struct,col_struct
CAL.R-BIA,SLOW,3.A.Red,2026-06-30,11,1681.0,1681.0,0.204,0.224
CAL.R-BIA,SLOW,3.B.Blue,2026-04-07,11,834.0,834.0,0.119,0.104
CAL.R-BIA,SLOW,3.B.Blue,2026-06-30,11,834.0,834.0,0.115,0.113
CAL.R-BIA,SLOW,3.B.Green,2026-04-07,11,674.0,673.0,0.478,0.139
CAL.R-BIA,SLOW,3.B.Green,2026-06-30,11,676.0,675.0,0.45,0.128
CAL.R-BIA,SLOW,3.B.Red,2026-04-07,11,1610.0,1610.0,0.252,0.197
CAL.R-BIA,SLOW,3.B.Red,2026-06-30,11,1610.0,1610.0,0.22,0.18
CAL.R-BIA,SLOW,4.A.Green,2026-04-07,11,299.0,297.0,0.757,0.143
CAL.R-BIA,SLOW,4.A.Green,2026-06-30,11,300.0,299.0,0.731,0.145
CAL.R-BIA,SLOW,4.A.Red,2026-04-07,11,1535.0,1535.0,0.246,0.248
CAL.R-BIA,SLOW,4.A.Red,2026-06-30,11,1534.0,1534.0,0.287,0.264
CAL.R-BIA,SLOW,4.B.Blue,2026-04-07,11,676.0,677.0,0.145,0.109
CAL.R-BIA,SLOW,4.B.Blue,2026-06-30,11,676.0,676.0,0.103,0.095
CAL.R-BIA,SLOW,4.B.Green,2026-04-07,11,667.0,667.0,0.246,0.118
CAL.R-BIA,SLOW,4.B.Green,2026-06-30,11,667.0,667.0,0.221,0.094
CAL.R-BIA,SLOW,4.B.Red,2026-04-07,11,1717.0,1718.0,0.188,0.189
CAL.R-BIA,SLOW,4.B.Red,2026-06-30,11,1716.0,1716.0,0.199,0.202
CAL.R-DRK,SLOW,1.A.Green,2026-04-07,3,690.0,695.0,2.17,0.43
CAL.R-DRK,SLOW,1.A.Green,2026-06-30,3,691.0,695.0,2.197,0.549
CAL.R-DRK,SLOW,1.A.Red,2026-04-07,3,1694.0,1701.0,3.193,1.068
CAL.R-DRK,SLOW,1.A.Red,2026-06-30,3,1693.0,1701.0,3.403,1.116
CAL.R-DRK,SLOW,1.B.Blue,2026-04-07,3,707.0,707.0,0.43,0.458
CAL.R-DRK,SLOW,1.B.Blue,2026-06-30,3,710.0,710.0,0.434,0.532
CAL.R-DRK,SLOW,1.B.Green,2026-04-07,3,664.0,664.0,0.506,0.476
CAL.R-DRK,SLOW,1.B.Green,2026-06-30,3,664.0,664.0,0.545,0.545
CAL.R-DRK,SLOW,1.B.Red,2026-04-07,3,1676.0,1677.0,1.07,0.937
CAL.R-DRK,SLOW,1.B.Red,2026-06-30,3,1677.0,1678.0,1.113,1.076
CAL.R-DRK,SLOW,2.A.Blue,2026-04-07,3,551.0,551.0,0.466,0.467
CAL.R-DRK,SLOW,2.A.Blue,2026-06-30,3,550.0,550.0,0.472,0.49
CAL.R-DRK,SLOW,2.A.Green,2026-04-07,3,642.0,643.0,0.654,0.571
CAL.R-DRK,SLOW,2.A.Green,2026-06-30,3,642.0,643.0,0.624,0.606
CAL.R-DRK,SLOW,2.A.Red,2026-04-07,3,1586.0,1586.0,1.053,0.951
CAL.R-DRK,SLOW,2.A.Red,2026-06-30,3,1587.0,1587.0,1.258,1.205
CAL.R-DRK,SLOW,2.B.Blue,2026-04-07,3,504.0,502.0,0.917,0.544
CAL.R-DRK,SLOW,2.B.Blue,2026-06-30,3,504.0,502.0,0.924,0.521
CAL.R-DRK,SLOW,2.B.Green,2026-04-07,3,635.0,634.0,1.07,0.463
CAL.R-DRK,SLOW,2.B.Green,2026-06-30,3,634.0,633.0,0.967,0.51
CAL.R-DRK,SLOW,2.B.Red,2026-04-07,3,1563.0,1563.0,0.891,0.801
CAL.R-DRK,SLOW,2.B.Red,2026-06-30,3,1562.0,1562.0,1.033,0.951
CAL.R-DRK,SLOW,3.A.Blue,2026-04-07,3,498.0,496.0,1424.228,2.928
CAL.R-DRK,SLOW,3.A.Blue,2026-06-30,3,498.0,496.0,1424.355,2.961
CAL.R-DRK,SLOW,3.A.Green,2026-04-07,3,695.0,693.0,0.841,0.482
CAL.R-DRK,SLOW,3.A.Green,2026-06-30,3,695.0,693.0,0.955,0.518
CAL.R-DRK,SLOW,3.A.Red,2026-04-07,3,1681.0,1682.0,1.127,1.125
CAL.R-DRK,SLOW,3.A.Red,2026-06-30,3,1683.0,1683.0,1.097,1.053
CAL.R-DRK,SLOW,3.B.Blue,2026-04-07,3,834.0,835.0,0.487,0.519
CAL.R-DRK,SLOW,3.B.Blue,2026-06-30,3,834.0,834.0,0.537,0.569
CAL.R-DRK,SLOW,3.B.Green,2026-04-07,3,677.0,676.0,0.757,0.487
CAL.R-DRK,SLOW,3.B.Green,2026-06-30,3,678.0,677.0,0.777,0.658
CAL.R-DRK,SLOW,3.B.Red,2026-04-07,3,1610.0,1611.0,1.07,0.975
CAL.R-DRK,SLOW,3.B.Red,2026-06-30,3,1610.0,1611.0,1.34,1.157
CAL.R-DRK,SLOW,4.A.Green,2026-04-07,3,301.0,299.0,0.96,0.651
CAL.R-DRK,SLOW,4.A.Green,2026-06-30,3,303.0,301.0,0.856,0.472
CAL.R-DRK,SLOW,4.A.Red,2026-04-07,3,1536.0,1536.0,0.819,0.869
CAL.R-DRK,SLOW,4.A.Red,2026-06-30,3,1535.0,1536.0,1.108,1.077
CAL.R-DRK,SLOW,4.B.Blue,2026-04-07,3,677.0,677.0,0.498,0.475
CAL.R-DRK,SLOW,4.B.Blue,2026-06-30,3,677.0,677.0,0.581,0.579
CAL.R-DRK,SLOW,4.B.Green,2026-04-07,3,669.0,670.0,0.691,0.572
CAL.R-DRK,SLOW,4.B.Green,2026-06-30,3,669.0,670.0,1.215,1.126
CAL.R-DRK,SLOW,4.B.Red,2026-04-07,3,1721.0,1721.0,0.925,0.898
CAL.R-DRK,SLOW,4.B.Red,2026-06-30,3,1720.0,1721.0,1.048,1.045
CAL.R-FLT,FAST,1.A.Green,2026-04-07,12,1021.5,11153.5,4930.583,4730.714
CAL.R-FLT,FAST,1.A.Green,2026-05-02,12,1051.0,13395.5,5890.929,5589.793
CAL.R-FLT,FAST,1.A.Green,2026-06-30,12,1106.5,17455.0,6609.076,6401.879
CAL.R-FLT,FAST,1.A.Red,2026-04-07,12,1996.5,17178.0,8442.772,8689.719
CAL.R-FLT,FAST,1.A.Red,2026-05-02,12,2051.0,21797.0,8973.958,9062.727
CAL.R-FLT,FAST,1.A.Red,2026-06-30,12,2136.0,31414.5,8604.771,9638.45
CAL.R-FLT,FAST,1.B.Blue,2026-04-07,12,1311.0,4039.0,2000.568,3810.357
CAL.R-FLT,FAST,1.B.Blue,2026-05-02,12,1327.0,4868.0,2402.861,4663.447
CAL.R-FLT,FAST,1.B.Blue,2026-06-30,12,1360.5,5326.0,3173.995,5919.961
CAL.R-FLT,FAST,1.B.Green,2026-04-07,12,1249.5,17729.0,6266.764,5670.347
CAL.R-FLT,FAST,1.B.Green,2026-05-02,12,1289.0,21459.0,7437.684,6764.317
CAL.R-FLT,FAST,1.B.Green,2026-06-30,12,1361.0,26342.0,6983.607,7735.97
CAL.R-FLT,FAST,1.B.Red,2026-04-07,12,1963.5,28075.0,6321.24,11782.97
CAL.R-FLT,FAST,1.B.Red,2026-05-02,12,2054.75,38657.5,6622.281,11906.026
CAL.R-FLT,FAST,1.B.Red,2026-06-30,12,2203.0,47568.0,6586.099,11777.853
CAL.R-FLT,FAST,2.A.Blue,2026-04-07,12,907.5,4884.0,2671.303,4262.617
CAL.R-FLT,FAST,2.A.Blue,2026-05-02,12,928.5,5593.5,3316.707,5237.454
CAL.R-FLT,FAST,2.A.Blue,2026-06-30,12,966.5,7348.5,4105.411,6621.401
CAL.R-FLT,FAST,2.A.Green,2026-04-07,12,1062.0,15992.5,6769.222,5380.013
CAL.R-FLT,FAST,2.A.Green,2026-05-02,12,1104.0,18999.5,8120.012,6423.294
CAL.R-FLT,FAST,2.A.Green,2026-06-30,12,1165.5,25148.0,8771.537,7483.573
CAL.R-FLT,FAST,2.A.Red,2026-04-07,12,1190.5,28415.5,10158.665,12040.137
CAL.R-FLT,FAST,2.A.Red,2026-05-02,12,1268.5,39307.0,9537.343,12285.418
CAL.R-FLT,FAST,2.A.Red,2026-06-30,12,1389.0,47335.5,8839.293,12157.985
CAL.R-FLT,FAST,2.B.Blue,2026-04-07,12,1515.0,3574.5,2485.991,3828.01
CAL.R-FLT,FAST,2.B.Blue,2026-05-02,12,1532.0,4157.5,3048.454,4714.578
CAL.R-FLT,FAST,2.B.Blue,2026-06-30,12,1566.5,4830.5,3836.562,5954.411
CAL.R-FLT,FAST,2.B.Green,2026-04-07,12,932.0,12241.5,7889.158,6061.784
CAL.R-FLT,FAST,2.B.Green,2026-05-02,12,981.5,14557.5,8975.552,6905.793
CAL.R-FLT,FAST,2.B.Green,2026-06-30,12,1043.0,18262.0,9660.358,7593.81
CAL.R-FLT,FAST,2.B.Red,2026-04-07,12,2033.5,29476.0,9726.235,10856.091
CAL.R-FLT,FAST,2.B.Red,2026-05-02,12,2115.0,44242.5,9134.713,10755.945
CAL.R-FLT,FAST,2.B.Red,2026-06-30,12,2244.0,47779.0,7892.834,10092.268
CAL.R-FLT,FAST,3.A.Blue,2026-04-07,12,1541.5,4219.0,3166.467,4247.198
CAL.R-FLT,FAST,3.A.Blue,2026-05-02,12,1559.5,4551.0,3810.276,5164.8
CAL.R-FLT,FAST,3.A.Blue,2026-06-30,12,1591.0,5872.5,4537.053,6462.671
CAL.R-FLT,FAST,3.A.Green,2026-04-07,12,988.0,12641.5,7904.855,5709.76
CAL.R-FLT,FAST,3.A.Green,2026-05-02,12,1026.5,14854.0,9056.562,6530.338
CAL.R-FLT,FAST,3.A.Green,2026-06-30,12,1091.0,19200.0,9621.645,7208.405
CAL.R-FLT,FAST,3.A.Red,2026-04-07,12,2129.0,20273.0,10501.621,9660.549
CAL.R-FLT,FAST,3.A.Red,2026-05-02,12,2212.5,27655.0,10711.244,10074.731
CAL.R-FLT,FAST,3.A.Red,2026-06-30,12,2341.0,42644.5,10598.483,10235.938
CAL.R-FLT,FAST,3.B.Blue,2026-04-07,12,1202.5,6321.5,3106.445,5173.386
CAL.R-FLT,FAST,3.B.Blue,2026-05-02,12,1229.5,6815.5,3923.919,6311.044
CAL.R-FLT,FAST,3.B.Blue,2026-06-30,12,1274.5,9153.0,4696.785,7918.706
CAL.R-FLT,FAST,3.B.Green,2026-04-07,12,1116.5,16841.0,7888.251,7083.065
CAL.R-FLT,FAST,3.B.Green,2026-05-02,12,1166.0,19963.5,9025.054,8000.066
CAL.R-FLT,FAST,3.B.Green,2026-06-30,12,1250.5,25812.5,9560.903,8809.404
CAL.R-FLT,FAST,3.B.Red,2026-04-07,12,2002.5,36763.5,7329.111,11465.785
CAL.R-FLT,FAST,3.B.Red,2026-05-02,12,2120.5,50655.0,7306.735,11357.723
CAL.R-FLT,FAST,3.B.Red,2026-06-30,12,2293.0,51968.5,7223.811,10944.364
CAL.R-FLT,FAST,4.A.Green,2026-04-07,12,1077.0,15673.5,5636.261,6899.526
CAL.R-FLT,FAST,4.A.Green,2026-05-02,12,1115.5,18536.0,6377.985,7758.577
CAL.R-FLT,FAST,4.A.Green,2026-06-30,12,1179.0,24325.0,6973.473,8580.159
CAL.R-FLT,FAST,4.A.Red,2026-04-07,12,1928.0,30586.5,10568.996,11622.908
CAL.R-FLT,FAST,4.A.Red,2026-05-02,12,2013.0,45564.5,9722.538,11799.472
CAL.R-FLT,FAST,4.A.Red,2026-06-30,12,2120.0,48807.0,8776.885,11630.007
CAL.R-FLT,FAST,4.B.Blue,2026-04-07,12,982.0,4942.5,3032.759,5261.678
CAL.R-FLT,FAST,4.B.Blue,2026-05-02,12,1001.0,5540.0,3738.144,6404.014
CAL.R-FLT,FAST,4.B.Blue,2026-06-30,12,1032.5,7593.5,4500.289,7983.015
CAL.R-FLT,FAST,4.B.Green,2026-04-07,12,1043.0,14585.5,9321.09,6859.734
CAL.R-FLT,FAST,4.B.Green,2026-05-02,12,1088.0,17357.5,10149.996,7517.548
CAL.R-FLT,FAST,4.B.Green,2026-06-30,12,1165.0,22945.5,10679.652,8175.538
CAL.R-FLT,FAST,4.B.Red,2026-04-07,12,2307.5,29755.0,9105.638,11594.135
CAL.R-FLT,FAST,4.B.Red,2026-05-02,12,2388.5,44611.5,9339.782,11735.131
CAL.R-FLT,FAST,4.B.Red,2026-06-30,12,2492.0,48381.5,9271.876,11738.681
CAL.R-SKY,FAST,1.A.Green,2026-05-02,2,925.0,4483.5,1728.479,1535.626
CAL.R-SKY,FAST,1.A.Green,2026-06-30,6,939.0,5242.5,1995.191,1845.72
CAL.R-SKY,FAST,1.A.Red,2026-05-02,2,1811.0,4000.0,2661.848,4339.663
CAL.R-SKY,FAST,1.A.Red,2026-06-30,6,1835.0,5153.5,3594.253,5707.714
CAL.R-SKY,FAST,1.B.Blue,2026-05-02,2,1247.5,1938.5,550.881,1300.384
CAL.R-SKY,FAST,1.B.Blue,2026-06-30,6,1259.0,2069.5,766.204,1704.863
CAL.R-SKY,FAST,1.B.Green,2026-05-02,2,1103.0,6416.0,1856.209,1673.979
CAL.R-SKY,FAST,1.B.Green,2026-06-30,6,1112.5,7088.5,2203.074,2047.592
CAL.R-SKY,FAST,1.B.Red,2026-05-02,2,1640.0,4716.5,1766.329,4929.462
CAL.R-SKY,FAST,1.B.Red,2026-06-30,6,1679.0,6255.5,2354.15,6372.067
CAL.R-SKY,FAST,2.A.Blue,2026-05-02,2,836.0,1761.0,757.861,1395.002
CAL.R-SKY,FAST,2.A.Blue,2026-06-30,6,848.0,2266.0,1002.377,1876.875
CAL.R-SKY,FAST,2.A.Green,2026-05-02,2,926.0,5542.5,2038.525,1566.498
CAL.R-SKY,FAST,2.A.Green,2026-06-30,6,927.5,6564.5,2313.756,1907.919
CAL.R-SKY,FAST,2.A.Red,2026-05-02,2,902.5,3938.0,5138.41,5550.592
CAL.R-SKY,FAST,2.A.Red,2026-06-30,6,938.5,5009.0,7225.198,7261.807
CAL.R-SKY,FAST,2.B.Blue,2026-05-02,2,1450.0,1918.5,658.08,1214.197
CAL.R-SKY,FAST,2.B.Blue,2026-06-30,6,1460.0,2084.5,887.242,1611.928
CAL.R-SKY,FAST,2.B.Green,2026-05-02,2,804.0,4089.0,2293.643,1784.217
CAL.R-SKY,FAST,2.B.Green,2026-06-30,6,823.0,4509.0,2637.535,2108.94
CAL.R-SKY,FAST,2.B.Red,2026-05-02,2,1726.0,3598.0,5670.28,4741.88
CAL.R-SKY,FAST,2.B.Red,2026-06-30,6,1760.5,4388.0,7613.547,6160.68
CAL.R-SKY,FAST,3.A.Blue,2026-05-02,2,1470.0,2005.0,1608.703,1282.256
CAL.R-SKY,FAST,3.A.Blue,2026-06-30,6,1475.5,2319.5,1657.42,1717.727
CAL.R-SKY,FAST,3.A.Green,2026-05-02,2,848.0,4133.0,2296.681,1549.308
CAL.R-SKY,FAST,3.A.Green,2026-06-30,6,851.5,4814.0,2630.182,1841.057
CAL.R-SKY,FAST,3.A.Red,2026-05-02,2,1818.5,3549.5,3829.903,4650.067
CAL.R-SKY,FAST,3.A.Red,2026-06-30,6,1852.0,4417.0,5154.362,6125.877
CAL.R-SKY,FAST,3.B.Blue,2026-05-02,2,1100.0,2090.5,739.779,1484.235
CAL.R-SKY,FAST,3.B.Blue,2026-06-30,6,1108.0,2597.5,949.822,1951.159
CAL.R-SKY,FAST,3.B.Green,2026-05-02,2,933.5,5141.5,2111.846,1688.737
CAL.R-SKY,FAST,3.B.Green,2026-06-30,6,944.0,5941.5,2404.176,2082.18
CAL.R-SKY,FAST,3.B.Red,2026-05-02,2,1575.0,3985.5,2100.007,4979.759
CAL.R-SKY,FAST,3.B.Red,2026-06-30,6,1614.5,5134.0,2833.315,6468.943
CAL.R-SKY,FAST,4.A.Green,2026-05-02,2,924.5,4763.0,1570.0,1947.451
CAL.R-SKY,FAST,4.A.Green,2026-06-30,6,926.0,5620.0,1796.186,2250.761
CAL.R-SKY,FAST,4.A.Red,2026-05-02,2,1599.0,3465.5,5736.927,4471.261
CAL.R-SKY,FAST,4.A.Red,2026-06-30,6,1608.0,4315.0,7702.88,5854.287
CAL.R-SKY,FAST,4.B.Blue,2026-05-02,2,897.0,1698.5,731.338,1484.446
CAL.R-SKY,FAST,4.B.Blue,2026-06-30,6,897.5,2151.0,949.867,1971.188
CAL.R-SKY,FAST,4.B.Green,2026-05-02,2,862.5,4517.5,2602.795,1871.205
CAL.R-SKY,FAST,4.B.Green,2026-06-30,6,863.0,5337.5,3001.775,2254.649
CAL.R-SKY,FAST,4.B.Red,2026-05-02,2,1990.5,3702.5,2681.964,4563.586
CAL.R-SKY,FAST,4.B.Red,2026-06-30,6,1994.5,4424.5,3678.823,5980.085
CAL.R-SKY,SLOW,1.A.Green,2026-05-02,6,743.0,4525.5,1870.571,1719.565
CAL.R-SKY,SLOW,1.A.Green,2026-06-30,10,733.0,3670.5,1351.29,1209.427
CAL.R-SKY,SLOW,1.A.Red,2026-05-02,6,1733.5,4607.5,3490.022,5591.157
CAL.R-SKY,SLOW,1.A.Red,2026-06-30,10,1706.5,3611.5,2165.227,3507.955
CAL.R-SKY,SLOW,1.B.Blue,2026-05-02,6,727.0,1504.0,611.189,1431.52
CAL.R-SKY,SLOW,1.B.Blue,2026-06-30,10,723.0,1266.0,517.446,1156.886
CAL.R-SKY,SLOW,1.B.Green,2026-05-02,6,724.5,6443.5,1989.893,1891.122
CAL.R-SKY,SLOW,1.B.Green,2026-06-30,10,708.5,4806.5,1508.934,1358.549
CAL.R-SKY,SLOW,1.B.Red,2026-05-02,6,1780.5,5662.0,2271.177,6281.073
CAL.R-SKY,SLOW,1.B.Red,2026-06-30,10,1741.5,4421.5,1409.001,3908.372
CAL.R-SKY,SLOW,2.A.Blue,2026-05-02,6,578.0,1656.0,847.089,1558.261
CAL.R-SKY,SLOW,2.A.Blue,2026-06-30,10,573.0,1593.0,668.069,1280.049
CAL.R-SKY,SLOW,2.A.Green,2026-05-02,6,701.0,5625.0,2183.383,1750.07
CAL.R-SKY,SLOW,2.A.Green,2026-06-30,10,685.0,4586.0,1568.246,1260.517
CAL.R-SKY,SLOW,2.A.Red,2026-05-02,6,1683.0,5263.5,6981.196,7138.958
CAL.R-SKY,SLOW,2.A.Red,2026-06-30,10,1647.0,4074.5,4395.034,4524.133
CAL.R-SKY,SLOW,2.B.Blue,2026-05-02,6,527.0,1058.0,742.071,1359.161
CAL.R-SKY,SLOW,2.B.Blue,2026-06-30,10,522.0,945.0,604.914,1105.504
CAL.R-SKY,SLOW,2.B.Green,2026-05-02,6,697.0,4159.0,2435.975,1991.698
CAL.R-SKY,SLOW,2.B.Green,2026-06-30,10,695.0,3173.5,1798.669,1382.593
CAL.R-SKY,SLOW,2.B.Red,2026-05-02,6,1653.5,4066.0,7318.475,6078.363
CAL.R-SKY,SLOW,2.B.Red,2026-06-30,10,1618.5,3098.5,4678.894,3805.049
CAL.R-SKY,SLOW,3.A.Blue,2026-05-02,6,520.5,1122.0,1605.436,1422.707
CAL.R-SKY,SLOW,3.A.Blue,2026-06-30,10,515.5,1077.5,1531.669,1165.881
CAL.R-SKY,SLOW,3.A.Green,2026-05-02,6,753.0,4278.5,2445.004,1724.41
CAL.R-SKY,SLOW,3.A.Green,2026-06-30,10,736.5,3481.0,1777.202,1205.651
CAL.R-SKY,SLOW,3.A.Red,2026-05-02,6,1774.0,4011.5,5027.962,6017.696
CAL.R-SKY,SLOW,3.A.Red,2026-06-30,10,1739.0,3193.5,3147.36,3797.924
CAL.R-SKY,SLOW,3.B.Blue,2026-05-02,6,866.5,1992.5,827.165,1649.013
CAL.R-SKY,SLOW,3.B.Blue,2026-06-30,10,860.5,1870.0,646.409,1335.272
CAL.R-SKY,SLOW,3.B.Green,2026-05-02,6,740.0,5223.0,2257.09,1811.979
CAL.R-SKY,SLOW,3.B.Green,2026-06-30,10,726.5,4144.0,1644.545,1424.807
CAL.R-SKY,SLOW,3.B.Red,2026-05-02,6,1726.5,4824.0,2719.426,6375.563
CAL.R-SKY,SLOW,3.B.Red,2026-06-30,10,1682.5,3670.0,1702.403,3983.141
CAL.R-SKY,SLOW,4.A.Green,2026-05-02,6,356.5,4444.0,1696.961,2209.355
CAL.R-SKY,SLOW,4.A.Green,2026-06-30,10,345.0,3540.0,1210.578,1446.745
CAL.R-SKY,SLOW,4.A.Red,2026-05-02,6,1624.0,4063.5,7437.419,5784.836
CAL.R-SKY,SLOW,4.A.Red,2026-06-30,10,1589.5,3145.5,4732.921,3617.262
CAL.R-SKY,SLOW,4.B.Blue,2026-05-02,6,703.5,1608.0,818.848,1647.868
CAL.R-SKY,SLOW,4.B.Blue,2026-06-30,10,699.0,1525.0,648.696,1345.036
CAL.R-SKY,SLOW,4.B.Green,2026-05-02,6,734.5,4663.5,2778.603,2081.548
CAL.R-SKY,SLOW,4.B.Green,2026-06-30,10,718.5,3796.5,2051.514,1494.948
CAL.R-SKY,SLOW,4.B.Red,2026-05-02,6,1800.5,4009.0,3552.142,5897.065
CAL.R-SKY,SLOW,4.B.Red,2026-06-30,10,1768.5,3149.0,2191.86,3690.765
